,ID,sample,ancestry,pred_ancestry,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10
1043,MacArthurLab_1044,train,afr,afr,0.0421,0.0044,0.0022,0.0015,0.0076,-0.0092,0.0072,-0.0271,-0.0524,-0.0487
1044,MacArthurLab_1045,missing,,afr,0.0415,0.0039,0.0038,0.0032,0.0117,-0.008,0.0093,-0.0384,-0.0734,-0.0395
1045,MacArthurLab_1046,train,afr,afr,0.0412,0.0035,0.0038,0.0027,0.0087,-0.0083,0.004,-0.03,-0.0604,-0.0623
1046,MacArthurLab_1047,train,afr,afr,0.0426,0.0028,0.0039,0.0,0.0005,-0.0063,0.0221,0.0014,-0.006,-0.0572
1047,MacArthurLab_1048,train,afr,afr,0.0381,0.0028,0.0029,-0.0002,-0.0025,0.0025,-0.03,-0.0153,0.0215,-0.0244
1048,MacArthurLab_1049,missing,,afr,0.0378,0.0025,0.0021,0.0001,-0.0043,0.0023,-0.0325,-0.0127,0.0247,-0.0302
1049,MacArthurLab_1050,missing,,afr,0.0404,0.0035,0.0031,0.0013,0.0085,-0.0104,0.0031,-0.0317,-0.0591,-0.0538
1050,MacArthurLab_1051,train,afr,afr,0.043,0.0045,0.0022,0.001,0.0082,-0.0069,0.0148,-0.0241,-0.0578,-0.038
1051,MacArthurLab_1052,train,afr,afr,0.0417,0.0031,0.0014,0.0019,0.0088,-0.0106,0.0038,-0.0351,-0.0624,-0.0516
1052,MacArthurLab_1053,test,afr,afr,0.0406,0.0034,0.0015,0.0013,0.0077,-0.0113,0.0067,-0.0334,-0.0635,-0.0497
1053,MacArthurLab_1054,train,afr,afr,0.038,0.0053,-0.0001,0.0006,0.0002,0.0058,-0.0576,-0.0134,0.0209,-0.0006
1054,MacArthurLab_1055,missing,,afr,0.0381,0.0036,0.0005,-0.0,0.0009,0.0031,-0.0483,-0.0112,0.0184,-0.0026
1055,MacArthurLab_1056,train,afr,afr,0.039,0.0029,0.0021,-0.0013,-0.0043,0.0035,-0.026,-0.0079,0.0223,-0.0193
1056,MacArthurLab_1057,missing,,afr,0.0424,0.0026,0.0035,-0.0004,-0.0005,-0.0086,0.0183,-0.0042,-0.0159,-0.078
1057,MacArthurLab_1058,test,afr,afr,0.038,0.0027,0.0036,-0.0002,-0.0031,0.0013,-0.0311,-0.013,0.0215,-0.025
1058,MacArthurLab_1059,train,afr,afr,0.0404,0.0033,0.0008,0.0009,0.0092,-0.0109,-0.0059,-0.0355,-0.0679,-0.0502
1059,MacArthurLab_1060,missing,,afr,0.0414,0.0045,0.0025,0.0012,0.0068,-0.0095,0.0019,-0.0232,-0.0537,-0.0406
1060,MacArthurLab_1061,missing,,afr,0.0383,0.004,-0.0024,0.0025,-0.0007,0.0061,-0.058,-0.0087,0.0173,0.0107
1061,MacArthurLab_1062,train,afr,afr,0.0377,0.0044,-0.0025,-0.0005,0.0028,0.0064,-0.0608,-0.0118,0.0103,-0.0036
1062,MacArthurLab_1063,train,afr,afr,0.0387,0.0043,0.0003,0.0002,0.0028,0.0037,-0.0528,-0.0163,0.013,0.0035
1063,MacArthurLab_1064,train,afr,afr,0.0409,0.0042,0.0024,0.0,0.0107,-0.0083,-0.0006,-0.0327,-0.0686,-0.0455
1064,MacArthurLab_1065,train,afr,afr,0.0374,0.0018,0.0031,0.0001,-0.0037,0.0036,-0.0301,-0.0079,0.0312,-0.0274
1065,MacArthurLab_1066,missing,,afr,0.0407,0.0044,0.0018,0.0,0.0102,-0.0114,0.001,-0.0326,-0.0717,-0.0438
1066,MacArthurLab_1067,train,afr,afr,0.0411,0.003,0.0024,-0.0001,0.0103,-0.011,0.0095,-0.0282,-0.0622,-0.0511
1067,MacArthurLab_1068,train,afr,afr,0.0391,0.0027,0.0021,-0.0015,-0.0044,0.0019,-0.031,-0.0142,0.0176,-0.0261
1068,MacArthurLab_1069,train,afr,afr,0.0385,0.0019,0.0019,-0.0001,-0.0047,0.0009,-0.0331,-0.0129,0.0202,-0.0235
1069,MacArthurLab_1070,test,sas,sas,-0.012,-0.0132,0.0228,0.0195,0.0038,0.0163,-0.0027,0.0047,0.0161,-0.0004
1070,MacArthurLab_1071,train,sas,sas,-0.0115,-0.0151,0.0208,0.0217,0.0025,0.014,-0.0029,0.0063,0.0161,0.0016
1071,MacArthurLab_1072,missing,,sas,-0.0131,-0.0181,0.0227,0.0198,0.0052,0.0064,0.0078,0.0061,0.0042,-0.0169
1072,MacArthurLab_1073,train,sas,sas,-0.013,-0.0146,0.0282,0.0257,0.0085,0.0146,0.0111,0.0036,0.0082,-0.0139
1073,MacArthurLab_1074,missing,,afr,0.0441,0.0031,0.0026,-0.0008,0.0,-0.0074,0.0544,0.0246,-0.0158,0.0127
1074,MacArthurLab_1075,train,afr,afr,0.0417,0.0042,0.0016,0.0008,0.0091,-0.0118,0.039,-0.0126,-0.071,0.0187
1075,MacArthurLab_1076,missing,,afr,0.0411,0.0038,0.0019,0.0028,0.0115,-0.0106,0.0355,-0.0156,-0.065,0.0045
1076,MacArthurLab_1077,missing,,afr,0.0426,0.0035,0.0035,-0.0002,0.0008,-0.0072,0.0483,0.016,-0.0066,0.001
1077,MacArthurLab_1078,train,afr,afr,0.0391,0.0027,0.0016,-0.0012,-0.0053,0.0031,-0.0006,0.0064,0.0229,0.0333
1078,MacArthurLab_1079,train,afr,afr,0.0395,0.0025,0.002,0.0003,-0.0058,0.0035,-0.0016,0.0113,0.0256,0.037
1079,MacArthurLab_1080,missing,,afr,0.0371,0.0024,0.0034,-0.0003,-0.0022,0.0042,-0.0476,-0.0185,0.0343,-0.0389
1080,MacArthurLab_1081,train,afr,afr,0.0345,0.0001,0.0026,-0.0027,-0.0034,0.0019,-0.0436,-0.016,0.0275,-0.0447
1081,MacArthurLab_1082,test,afr,afr,0.0375,0.0026,0.003,0.0011,-0.0039,0.0027,-0.0299,-0.0078,0.0313,-0.0252
1082,MacArthurLab_1083,missing,,afr,0.0378,0.002,0.0023,-0.0017,-0.0026,0.0011,-0.029,-0.0122,0.0188,-0.0239
1083,MacArthurLab_1084,train,afr,afr,0.0384,0.0028,0.0009,0.0004,-0.0025,0.0017,-0.0292,-0.0087,0.0185,-0.0149
1084,MacArthurLab_1085,train,afr,afr,0.0383,0.0022,0.0027,0.0004,-0.0034,0.0017,-0.0248,-0.0105,0.0222,-0.0202
1085,MacArthurLab_1086,train,afr,afr,0.0417,0.0031,0.0047,0.0014,0.0008,-0.0059,0.0198,-0.0056,-0.0113,-0.0619
1086,MacArthurLab_1087,missing,,afr,0.0381,0.0021,0.002,-0.0006,-0.0032,0.0015,-0.0291,-0.0138,0.0227,-0.023
1087,MacArthurLab_1088,train,afr,afr,0.0423,0.0028,0.0041,-0.0018,-0.0001,-0.0076,0.0136,-0.0024,-0.0015,-0.0749
1088,MacArthurLab_1089,train,afr,afr,0.0374,0.0026,0.0036,0.001,-0.0024,0.0035,-0.0304,-0.0121,0.0258,-0.0274
1089,MacArthurLab_1090,train,afr,afr,0.0378,0.0028,0.0027,-0.0009,-0.0033,0.0016,-0.0272,-0.008,0.0206,-0.0186
1090,MacArthurLab_1091,train,afr,afr,0.04,0.004,0.0012,-0.0014,-0.0011,0.0022,-0.0298,-0.0122,0.0081,-0.0109
1091,MacArthurLab_1092,train,afr,afr,0.0394,0.0027,0.0023,-0.0001,-0.0037,0.0038,-0.0299,-0.0113,0.0299,-0.022
1092,MacArthurLab_1093,train,afr,afr,0.0373,0.0026,0.0019,-0.0018,-0.0064,-0.0005,-0.0295,-0.0089,0.0261,-0.023
1093,MacArthurLab_1094,missing,,sas,-0.0122,-0.0076,0.0257,0.0213,0.0028,0.02,-0.002,0.0031,0.0132,0.0033
1094,MacArthurLab_1095,train,sas,sas,-0.0122,-0.0073,0.0261,0.022,0.0037,0.0169,0.0007,0.0006,0.0143,-0.0
1095,MacArthurLab_1096,missing,,sas,-0.0121,-0.0074,0.0273,0.0201,0.0046,0.0209,-0.0029,0.0036,0.0124,0.002
1096,MacArthurLab_1097,train,sas,sas,-0.0129,-0.0062,0.0293,0.0259,0.0153,0.0157,0.0071,-0.0088,-0.022,0.0005
1097,MacArthurLab_1098,test,sas,sas,-0.0131,-0.0059,0.0269,0.0241,0.0131,0.0083,0.0062,-0.0118,-0.0263,-0.0002
1098,MacArthurLab_1099,test,sas,sas,-0.013,-0.0072,0.0287,0.0212,0.0063,0.0101,0.0108,0.0013,0.003,-0.0135
1099,MacArthurLab_1100,train,sas,sas,-0.0129,-0.0091,0.0318,0.0269,0.0165,0.0205,0.0114,-0.0095,-0.0081,-0.0062
1100,MacArthurLab_1101,train,sas,sas,-0.0132,-0.0058,0.0311,0.0261,0.0126,0.0147,0.0116,-0.0117,-0.0146,-0.009
1101,MacArthurLab_1102,train,sas,sas,-0.0124,-0.0085,0.029,0.0238,0.0143,0.0144,0.0123,-0.0089,-0.0129,-0.0067
1102,MacArthurLab_1103,train,sas,sas,-0.0129,-0.0063,0.0305,0.0231,0.0119,0.014,0.0101,-0.0119,-0.0189,-0.0037
1103,MacArthurLab_1104,test,sas,sas,-0.0124,-0.0072,0.0262,0.0212,0.0035,0.0195,0.0014,0.0031,0.0137,0.0002
1104,MacArthurLab_1105,train,sas,sas,-0.0123,-0.006,0.0266,0.0201,0.0036,0.0196,-0.0015,0.0015,0.0121,-0.0006
1105,MacArthurLab_1106,test,sas,sas,-0.0133,-0.0205,0.0215,0.0196,0.0069,0.0069,0.0075,0.0068,0.0005,-0.0181
1106,MacArthurLab_1107,train,sas,sas,-0.0125,-0.0171,0.0233,0.0205,0.0085,0.0081,0.0086,0.0037,0.0018,-0.0145
1107,MacArthurLab_1108,missing,,sas,-0.0117,-0.011,0.0289,0.0284,0.0087,0.0271,0.0024,0.0022,0.0175,0.0022
1108,MacArthurLab_1109,train,sas,sas,-0.0114,-0.0103,0.0273,0.0259,0.0066,0.024,0.0005,0.0007,0.0171,0.0023
1109,MacArthurLab_1110,missing,,sas,-0.0121,-0.0095,0.0318,0.0311,0.0187,0.019,0.0153,-0.0123,-0.0182,-0.0034
1110,MacArthurLab_1111,train,sas,sas,-0.0132,-0.0156,0.0257,0.0227,0.0069,0.0095,0.01,0.0045,0.0074,-0.0175
1111,MacArthurLab_1112,train,sas,sas,-0.0129,-0.0135,0.0271,0.0229,0.0073,0.0141,0.0106,0.0046,0.0061,-0.016
1112,MacArthurLab_1113,train,sas,sas,-0.0131,-0.0147,0.0276,0.0247,0.01,0.0147,0.0101,0.0027,0.0069,-0.0158
1113,MacArthurLab_1114,missing,,sas,-0.0121,-0.0113,0.0257,0.0246,0.0058,0.0221,-0.002,0.0057,0.0181,0.001
1114,MacArthurLab_1115,missing,,sas,-0.0121,-0.0105,0.0282,0.0273,0.0084,0.0254,0.0002,0.0022,0.0185,0.0009
1115,MacArthurLab_1116,train,sas,sas,-0.012,-0.0092,0.0288,0.0278,0.0071,0.0243,0.0022,-0.0002,0.0161,0.0021
1116,MacArthurLab_1117,train,sas,sas,-0.012,-0.0105,0.0276,0.0291,0.0078,0.0246,0.0026,0.003,0.0153,-0.0001
1117,MacArthurLab_1118,train,sas,sas,-0.0119,-0.0113,0.028,0.0278,0.0079,0.0262,0.0005,0.0008,0.0159,0.002
1118,MacArthurLab_1119,missing,,sas,-0.012,-0.0083,0.0313,0.0288,0.0089,0.0304,0.0015,0.0007,0.0182,0.0042
1119,MacArthurLab_1120,train,sas,sas,-0.0121,-0.0114,0.0269,0.0269,0.0083,0.0244,0.0014,0.0005,0.0168,0.0003
1120,MacArthurLab_1121,missing,,sas,-0.0123,-0.0088,0.0315,0.0322,0.0215,0.0219,0.0102,-0.0142,-0.0255,-0.0018
1121,MacArthurLab_1122,missing,,sas,-0.0126,-0.0113,0.0305,0.0308,0.0202,0.0216,0.0083,-0.0092,-0.0186,0.0008
1122,MacArthurLab_1123,missing,,sas,-0.0126,-0.0078,0.031,0.0313,0.0191,0.0197,0.0087,-0.0149,-0.0236,-0.0001
1123,MacArthurLab_1124,test,sas,sas,-0.0127,-0.0088,0.0296,0.0302,0.0173,0.0174,0.0086,-0.0087,-0.0201,-0.0017
1124,MacArthurLab_1125,train,sas,sas,-0.0115,-0.0089,0.0293,0.0268,0.0078,0.0281,0.0002,0.0027,0.0164,0.0032
1125,MacArthurLab_1126,test,sas,sas,-0.0122,-0.0103,0.0279,0.0267,0.0076,0.0245,0.0019,-0.0005,0.0151,0.0021
1126,MacArthurLab_1127,test,sas,sas,-0.0127,-0.0094,0.0246,0.0241,0.0128,0.0079,0.0044,-0.0091,-0.0252,0.0013
1127,MacArthurLab_1128,train,sas,sas,-0.0125,-0.0101,0.0325,0.0307,0.0177,0.0202,0.0121,-0.0095,-0.0182,-0.0072
1128,MacArthurLab_1129,train,sas,sas,-0.0126,-0.0113,0.0303,0.0287,0.0163,0.0179,0.0111,-0.01,-0.0158,-0.0091
1129,MacArthurLab_1130,test,sas,sas,-0.0128,-0.0098,0.0283,0.0288,0.0186,0.0185,0.0079,-0.0126,-0.0186,-0.0035
1130,MacArthurLab_1131,missing,,sas,-0.0125,-0.0123,0.0263,0.0255,0.0108,0.0128,0.011,-0.0046,0.0009,-0.0077
1131,MacArthurLab_1132,missing,,sas,-0.0128,-0.0107,0.0309,0.0278,0.0106,0.0179,0.0101,0.0009,0.0084,-0.014
1132,MacArthurLab_1133,test,sas,sas,-0.0127,-0.0144,0.0245,0.0233,0.01,0.0109,0.0091,-0.0051,-0.0066,-0.0078
1133,MacArthurLab_1134,train,sas,sas,-0.013,-0.0116,0.0285,0.0267,0.0125,0.0133,0.0115,-0.0089,-0.0055,-0.0082
1134,MacArthurLab_1135,missing,,sas,-0.0125,-0.0111,0.0287,0.0328,0.0215,0.0208,0.0062,-0.0135,-0.0195,0.0029
1135,MacArthurLab_1136,missing,,sas,-0.0119,-0.0139,0.0242,0.0238,0.0083,0.0212,-0.0006,0.0033,0.0142,0.0009
1136,MacArthurLab_1137,train,sas,sas,-0.0121,-0.0145,0.0227,0.0237,0.0048,0.0187,-0.0014,0.0021,0.0151,-0.0
1137,MacArthurLab_1138,missing,,sas,-0.0121,-0.0139,0.0237,0.0209,0.006,0.0202,-0.0027,0.0026,0.0156,0.0015
1138,MacArthurLab_1139,train,sas,sas,-0.0122,-0.0098,0.0307,0.0321,0.0104,0.0301,0.0027,0.0,0.0168,0.0004
1139,MacArthurLab_1140,train,sas,sas,-0.0116,-0.0098,0.0277,0.0254,0.008,0.0255,-0.0007,0.0044,0.0202,-0.0009
1140,MacArthurLab_1141,train,sas,sas,-0.0122,-0.0093,0.0309,0.0294,0.0107,0.0303,0.002,-0.0004,0.0153,0.0026
1141,MacArthurLab_1142,missing,,sas,-0.0116,-0.0124,0.0265,0.0258,0.0077,0.0258,0.0021,0.004,0.0141,0.0028
1142,MacArthurLab_1143,missing,,sas,-0.0119,-0.0115,0.029,0.0292,0.0095,0.0292,0.0007,0.0007,0.0193,0.0019
1143,MacArthurLab_1144,train,sas,sas,-0.0119,-0.0068,0.0306,0.029,0.0082,0.0268,0.0038,-0.0007,0.0158,-0.0003
1144,MacArthurLab_1145,missing,,sas,-0.0119,-0.0117,0.0275,0.0266,0.0077,0.0256,-0.0002,0.0022,0.0168,-0.0
1145,MacArthurLab_1146,train,sas,sas,-0.0118,-0.009,0.0292,0.0268,0.0094,0.027,0.0021,0.002,0.0155,0.0009
1146,MacArthurLab_1147,train,sas,sas,-0.0124,-0.01,0.0289,0.0277,0.0094,0.0274,0.0016,0.0001,0.0185,0.0024
1147,MacArthurLab_1148,missing,,sas,-0.012,-0.0066,0.0312,0.028,0.0085,0.028,0.003,-0.0003,0.0157,0.0017
1148,MacArthurLab_1149,train,sas,sas,-0.0125,-0.0101,0.029,0.0316,0.0186,0.0188,0.0072,-0.0101,-0.0164,0.003
1149,MacArthurLab_1150,train,sas,sas,-0.0119,-0.0146,0.0233,0.0222,0.0055,0.0194,-0.0002,0.0018,0.014,0.0018
1150,MacArthurLab_1151,train,sas,sas,-0.0122,-0.0109,0.0286,0.0284,0.0083,0.0275,0.0007,0.0031,0.0169,0.0019
1151,MacArthurLab_1152,train,sas,sas,-0.0123,-0.0093,0.0289,0.0299,0.0179,0.0185,0.0077,-0.0103,-0.0214,0.0006
1152,MacArthurLab_1153,train,sas,sas,-0.0115,-0.0109,0.0281,0.027,0.0082,0.0256,0.0005,0.0011,0.0178,-0.0017
1153,MacArthurLab_1154,train,sas,sas,-0.0123,-0.0105,0.0277,0.0271,0.0086,0.0244,0.001,0.0011,0.0138,0.0009
1154,MacArthurLab_1155,test,sas,sas,-0.0125,-0.0103,0.0298,0.0304,0.0171,0.0166,0.0112,-0.0103,-0.0152,-0.0055
1155,MacArthurLab_1156,missing,,sas,-0.0127,-0.0115,0.0289,0.0265,0.0079,0.0151,0.0116,0.0011,0.0097,-0.0159
1156,MacArthurLab_1157,train,sas,sas,-0.0126,-0.0163,0.0238,0.0221,0.0049,0.0062,0.008,0.0041,0.0031,-0.0154
1157,MacArthurLab_1158,missing,,sas,-0.0118,-0.0077,0.0275,0.0268,0.0055,0.0218,0.0007,0.0021,0.0149,0.0035
1158,MacArthurLab_1159,missing,,sas,-0.0119,-0.0084,0.0288,0.0262,0.0076,0.025,0.001,0.0002,0.0135,0.001
1159,MacArthurLab_1160,train,sas,sas,-0.012,-0.0099,0.0301,0.0305,0.0127,0.0304,-0.0002,-0.0005,0.0144,0.0055
1160,MacArthurLab_1161,missing,,sas,-0.0126,-0.0098,0.0325,0.0323,0.0121,0.0332,0.003,0.0006,0.0199,0.0029
1161,MacArthurLab_1162,missing,,sas,-0.0126,-0.0117,0.031,0.0278,0.011,0.0187,0.0143,0.0008,0.0056,-0.0157
1162,MacArthurLab_1163,train,sas,sas,-0.0116,-0.0103,0.0267,0.0272,0.0077,0.024,-0.0037,0.0021,0.0095,0.0059
1163,MacArthurLab_1164,missing,,sas,-0.0124,-0.0109,0.0291,0.0298,0.0165,0.0161,0.0092,-0.0098,-0.0165,-0.0051
1164,MacArthurLab_1165,missing,,sas,-0.013,-0.0096,0.0321,0.0301,0.0137,0.0207,0.0126,-0.0085,-0.0067,-0.0083
1165,MacArthurLab_1166,train,sas,sas,-0.0128,-0.0104,0.0294,0.0303,0.0172,0.0172,0.0107,-0.0109,-0.0187,-0.0025
1166,MacArthurLab_1167,test,sas,sas,-0.0127,-0.0129,0.0306,0.0287,0.0116,0.0174,0.0129,0.0006,0.004,-0.0162
1167,MacArthurLab_1168,train,sas,sas,-0.012,-0.0116,0.0274,0.0266,0.0081,0.0237,0.0007,0.0025,0.0149,-0.0001
1168,MacArthurLab_1169,train,sas,sas,-0.0122,-0.0099,0.0308,0.0315,0.0106,0.0304,0.003,-0.001,0.0146,0.0003
1169,MacArthurLab_1170,train,sas,sas,-0.0127,-0.0092,0.0343,0.0353,0.0212,0.0261,0.0129,-0.013,-0.015,-0.0051
1170,MacArthurLab_1171,train,sas,sas,-0.0119,-0.0099,0.0306,0.0311,0.0086,0.0297,0.0012,0.0006,0.015,0.0009
1171,MacArthurLab_1172,test,sas,sas,-0.0117,-0.0092,0.0303,0.0303,0.0096,0.0294,0.0011,-0.0007,0.0166,0.0041
1172,MacArthurLab_1173,missing,,sas,-0.0123,-0.0115,0.0265,0.0254,0.0062,0.0222,-0.0026,0.0023,0.0138,0.0027
1173,MacArthurLab_1174,missing,,sas,-0.0122,-0.0137,0.0238,0.0223,0.0067,0.0203,0.0003,0.0021,0.0161,0.0005
1174,MacArthurLab_1175,train,sas,sas,-0.0125,-0.0121,0.0289,0.0298,0.0184,0.0173,0.0122,-0.0145,-0.0215,-0.0058
1175,MacArthurLab_1176,train,sas,sas,-0.0122,-0.0081,0.0278,0.0234,0.006,0.0236,-0.0034,0.0006,0.011,0.0054
1176,MacArthurLab_1177,train,sas,sas,-0.013,-0.0037,0.028,0.0187,0.0014,0.0198,-0.0011,0.0021,0.0122,0.0032
1177,MacArthurLab_1178,test,sas,sas,-0.0124,-0.0054,0.0276,0.0204,0.0028,0.0186,0.0015,0.0026,0.0131,-0.0003
1178,MacArthurLab_1179,missing,,sas,-0.0122,-0.0071,0.0265,0.0216,0.0032,0.0195,-0.0025,0.0009,0.0144,0.0005
1179,MacArthurLab_1180,train,sas,sas,-0.0122,-0.004,0.0285,0.0214,0.0035,0.0213,-0.0033,0.0022,0.0159,0.0023
1180,MacArthurLab_1181,train,sas,sas,-0.0126,-0.0079,0.0266,0.0224,0.0029,0.0192,-0.0019,0.0033,0.014,0.0024
1181,MacArthurLab_1182,train,sas,sas,-0.0126,-0.0078,0.0257,0.0194,0.002,0.0178,0.0006,0.0029,0.0126,0.0002
1182,MacArthurLab_1183,train,sas,sas,-0.0133,-0.006,0.0288,0.0247,0.0119,0.0121,0.0078,-0.0093,-0.0186,0.001
1183,MacArthurLab_1184,train,sas,sas,-0.0134,-0.0059,0.0292,0.0226,0.0124,0.0098,0.0093,-0.0115,-0.0237,-0.0042
1184,MacArthurLab_1185,missing,,sas,-0.0128,-0.007,0.0294,0.0234,0.0123,0.0129,0.0103,-0.0079,-0.0166,-0.0054
1185,MacArthurLab_1186,missing,,sas,-0.0126,-0.0057,0.0265,0.021,0.0013,0.0176,-0.0013,0.0037,0.013,0.0006
1186,MacArthurLab_1187,train,sas,sas,-0.013,-0.0059,0.029,0.0232,0.0095,0.0124,0.0072,-0.009,-0.0103,-0.0037
1187,MacArthurLab_1188,train,sas,sas,-0.0127,-0.007,0.0266,0.0209,0.0018,0.0198,-0.0042,0.0034,0.0139,0.0008
1188,MacArthurLab_1189,train,sas,sas,-0.0123,-0.008,0.0255,0.0203,0.002,0.0199,-0.0036,0.0027,0.0148,0.0044
1189,MacArthurLab_1190,test,sas,sas,-0.0132,-0.0087,0.0302,0.0243,0.0065,0.0127,0.0132,0.0032,0.0069,-0.0152
1190,MacArthurLab_1191,train,sas,sas,-0.0134,-0.0076,0.0301,0.0269,0.0145,0.0128,0.0141,-0.0124,-0.0168,-0.0079
1191,MacArthurLab_1192,train,sas,sas,-0.0126,-0.0061,0.0296,0.022,0.012,0.011,0.0112,-0.0083,-0.0177,-0.0059
1192,MacArthurLab_1193,train,sas,sas,-0.0133,-0.0072,0.0297,0.0237,0.0131,0.0119,0.0116,-0.0115,-0.0199,-0.0036
1193,MacArthurLab_1194,missing,,sas,-0.0133,-0.0051,0.0303,0.025,0.0136,0.0128,0.0108,-0.0107,-0.017,-0.0043
1194,MacArthurLab_1195,train,sas,sas,-0.0132,-0.0064,0.0284,0.0236,0.0094,0.0104,0.0085,-0.0058,-0.0138,-0.007
1195,MacArthurLab_1196,train,sas,sas,-0.0126,-0.0065,0.0297,0.0238,0.0123,0.0133,0.0102,-0.0108,-0.0151,-0.0062
1196,MacArthurLab_1197,missing,,sas,-0.0132,-0.0073,0.0272,0.0218,0.0145,0.0105,0.0104,-0.0118,-0.0236,-0.0013
1197,MacArthurLab_1198,train,sas,sas,-0.0119,-0.0107,0.0289,0.0294,0.018,0.0164,0.0108,-0.0099,-0.0199,-0.0024
1198,MacArthurLab_1199,train,sas,sas,-0.0116,-0.0095,0.0288,0.0255,0.0091,0.025,-0.0019,0.0015,0.0111,0.0043
1199,MacArthurLab_1200,missing,,sas,-0.0123,-0.011,0.0282,0.0271,0.0087,0.0253,0.0019,0.0023,0.0149,0.0036
1200,MacArthurLab_1201,missing,,sas,-0.0125,-0.011,0.0279,0.0272,0.0076,0.0227,0.0014,0.0023,0.0124,-0.0005
1201,MacArthurLab_1202,test,sas,sas,-0.012,-0.0095,0.0296,0.0277,0.0081,0.0274,-0.0014,0.0033,0.0197,-0.0013
1202,MacArthurLab_1203,missing,,sas,-0.0117,-0.0118,0.0274,0.0254,0.0093,0.0259,-0.0001,0.0029,0.018,-0.0005
1203,MacArthurLab_1204,missing,,sas,-0.0119,-0.0099,0.0284,0.0283,0.0076,0.0257,-0.0014,0.0023,0.0203,-0.0016
1204,MacArthurLab_1205,missing,,sas,-0.0121,-0.011,0.0291,0.0287,0.0096,0.0285,0.0012,0.0005,0.014,0.0009
1205,MacArthurLab_1206,test,sas,sas,-0.0129,-0.0117,0.0318,0.0295,0.0109,0.0208,0.0109,0.001,0.009,-0.0144
1206,MacArthurLab_1207,train,sas,sas,-0.0121,-0.0109,0.0274,0.0257,0.0069,0.0251,-0.0018,0.003,0.0193,0.0002
1207,MacArthurLab_1208,missing,,sas,-0.0121,-0.0102,0.0307,0.03,0.0147,0.0185,0.0125,-0.0077,-0.0068,-0.0062
1208,MacArthurLab_1209,missing,,sas,-0.0117,-0.0066,0.0323,0.0289,0.0079,0.0305,0.0001,0.0016,0.0215,0.002
1209,MacArthurLab_1210,test,sas,sas,-0.0127,-0.0094,0.032,0.032,0.0158,0.0205,0.0129,-0.0118,-0.0095,-0.0107
1210,MacArthurLab_1211,missing,,sas,-0.0119,-0.0087,0.0294,0.0289,0.0075,0.026,0.0002,0.0003,0.0152,0.002
1211,MacArthurLab_1212,train,sas,sas,-0.0128,-0.0103,0.0318,0.0341,0.02,0.0239,0.011,-0.013,-0.0175,-0.0051
1212,MacArthurLab_1213,missing,,sas,-0.0127,-0.0113,0.029,0.03,0.018,0.0161,0.0112,-0.0121,-0.0211,-0.0008
1213,MacArthurLab_1214,missing,,sas,-0.0118,-0.0116,0.0268,0.0256,0.0083,0.0242,0.0013,-0.0005,0.0158,0.0003
1214,MacArthurLab_1215,missing,,sas,-0.0127,-0.0127,0.032,0.03,0.0108,0.019,0.0128,0.0008,0.0098,-0.0189
1215,MacArthurLab_1216,train,sas,sas,-0.0119,-0.0076,0.03,0.0245,0.0078,0.0259,-0.0003,0.0024,0.0168,0.0021
1216,MacArthurLab_1217,test,sas,sas,-0.0121,-0.0117,0.0273,0.0256,0.0082,0.0256,0.0016,0.0009,0.0153,-0.0017
1217,MacArthurLab_1218,train,sas,sas,-0.0124,-0.0113,0.0281,0.0263,0.0092,0.0255,-0.0005,0.0022,0.0184,0.0019
1218,MacArthurLab_1219,missing,,sas,-0.013,-0.0124,0.0304,0.0289,0.011,0.018,0.0135,-0.0005,0.0088,-0.0152
1219,MacArthurLab_1220,missing,,sas,-0.0119,-0.0114,0.0285,0.0259,0.0083,0.0269,0.0005,0.0014,0.0173,0.0018
1220,MacArthurLab_1221,missing,,sas,-0.0129,-0.0092,0.0319,0.0317,0.0193,0.0214,0.0116,-0.0177,-0.0193,-0.0031
1221,MacArthurLab_1222,missing,,sas,-0.0119,-0.0105,0.0262,0.0246,0.0059,0.0224,-0.0023,0.0049,0.0143,0.0006
1222,MacArthurLab_1223,missing,,sas,-0.0123,-0.0146,0.0256,0.0262,0.0152,0.0124,0.0149,-0.0127,-0.0157,-0.0057
1223,MacArthurLab_1224,train,sas,sas,-0.0121,-0.0121,0.0268,0.0261,0.0078,0.0234,0.002,0.0028,0.0143,0.0001
1224,MacArthurLab_1225,train,sas,sas,-0.0121,-0.0104,0.0294,0.0291,0.0105,0.0283,-0.003,-0.0005,0.0114,0.0078
1225,MacArthurLab_1226,train,sas,sas,-0.0117,-0.0105,0.0286,0.0262,0.0108,0.0286,-0.0018,-0.0015,0.0145,0.0029
1226,MacArthurLab_1227,train,sas,sas,-0.0118,-0.0106,0.029,0.0284,0.0084,0.0265,0.002,-0.0001,0.0161,0.0005
1227,MacArthurLab_1228,missing,,sas,-0.0119,-0.0104,0.0287,0.0281,0.0091,0.027,0.0006,0.0007,0.0162,0.0
1228,MacArthurLab_1229,train,sas,sas,-0.0122,-0.0141,0.0237,0.0236,0.0053,0.0196,-0.0021,0.0043,0.0157,0.0015
1229,MacArthurLab_1230,missing,,sas,-0.012,-0.0108,0.028,0.0255,0.0069,0.0239,0.0016,0.0028,0.0181,0.0002
